File,Corners,Circularity,H0,H1,H2,H3,H4,H5,H6
486.png,4,0.7662446451511221,-0.7820589887231149,-4.521723394143965,-5.701017922181552,-7.125874301379131,-14.461558496681803,-9.584038117554439,-13.542449397398546
507.png,4,0.726232169619469,-0.7790211419910196,-4.022618825552886,-5.623065739028752,-7.294161596795689,-13.984654982269003,-9.308961377153182,-13.844240045513356
1824.png,4,0.7727998067608306,-0.7800488225609814,-4.57983548792793,-5.379735275125717,-7.353984528247697,-13.733112599088333,-11.103267624202422,-14.350936915603613
2436.png,4,0.7487974303175968,-0.7791785642058551,-3.722831357276633,-5.543725591915774,-7.017025666837024,-13.307403687163907,-8.913294995932795,-13.970708539836268
1658.png,4,0.7470371963433496,-0.7781961420953869,-5.113008012434664,-5.014257678610489,-6.829505092016541,-13.823711370213596,-9.788819413859901,-12.752948421613208
1623.png,4,0.7008485038355061,-0.7795664945045278,-4.315464446995131,-5.255869249255835,-7.504313742709204,-13.906192579629177,-9.75495460063934,-14.394482875708578
2806.png,4,0.703887514311372,-0.7784574845629516,-3.830949200361103,-5.109120340248616,-7.09730426169724,-13.890599995218798,-9.015446019831144,-13.209759230277614
182.png,4,0.721063883034506,-0.7797006435949123,-4.3471826129452955,-5.746796954953926,-8.1024113237524,-15.030343725720707,-10.498990373948029,-15.935945833297959
844.png,4,0.7077536945129584,-0.7771469372709268,-3.274378574594704,-5.548071072703807,-6.960493435901141,-13.370545480110124,-9.141421662157818,-13.360160059054284
2967.png,4,0.7274578087759699,-0.7775982623720735,-3.6610428394517665,-4.863139009397627,-6.68584971174127,-12.483326352625799,-8.784176433521083,-12.959414471743814
2834.png,4,0.7197604135801573,-0.7794575565769377,-4.997380922724289,-5.122165828700746,-7.070651778573752,-13.201075179744006,-9.571557159373576,-13.586390409629084
2981.png,4,0.7217881658397354,-0.7792047101151515,-3.950422855694421,-4.951952669828083,-6.801473413843137,-12.681663325763866,-8.919316298607564,-13.57770549726905
1153.png,4,0.7581700826799002,-0.7792043073383443,-4.113896593718486,-5.540935461771485,-7.350958431223692,-14.760388119470685,-9.603729424754547,-13.799489843192259
1954.png,4,0.702687856189118,-0.7742120567852728,-3.180306401210373,-4.9629287071973796,-6.785579904869356,-12.890965363994338,-9.09732888688069,-12.751692126238234
148.png,4,0.717248074371887,-0.7808488633040833,-5.37537349314503,-5.351644899564365,-6.957406306549142,-13.255446807828159,-9.728839781318845,-13.269680205202802
2613.png,4,0.6999639847258428,-0.7803135887352086,-4.121820191509281,-6.050741599008619,-7.621043762763867,-14.460326628709868,-9.689955432423023,-15.361894785809895
1991.png,4,0.7186452343062705,-0.7791880487168953,-3.776536949686037,-4.739176497672666,-6.886145063969708,-12.720202429831877,-9.143704341640472,-13.21262122386665
2272.png,4,0.7148527545609936,-0.7800559173416306,-4.58322560634517,-5.159126861750991,-7.117383323462578,-13.29718264620739,-9.926633725013295,-13.635201258484349
226.png,4,0.6996550860657326,-0.7790839186532272,-5.773518547668986,-5.188705778648502,-7.236828339233696,-13.485804123670809,-10.728746916039498,-13.856418786587975
2863.png,4,0.7266034774549189,-0.7786360034934717,-4.028185529193384,-5.307898689790182,-7.255213727511518,-13.671133698690547,-9.539750580441485,-13.704734716539079
283.png,4,0.7010974137015037,-0.7785576302642581,-4.379203333685492,-5.228138123922662,-6.93027199921256,-13.49534748754575,-9.453132516228067,-13.033984051800827
840.png,4,0.7043260687210756,-0.7767627812346161,-3.2368178827205947,-5.591912810829825,-6.84984721127783,-13.216793871765011,-9.073909507017538,-13.22578360395375
899.png,4,0.728796700449661,-0.773242551809829,-3.0585505994170012,-5.404042007486205,-6.719975130059212,-12.783012882521751,-8.300589610714187,-13.944628797732687
663.png,4,0.7283689948085333,-0.7793500087071911,-3.7926424363801856,-5.949273328836156,-7.879678790227242,-15.308857769549494,-12.450152825083414,-14.815459734289158
2723.png,4,0.7824735820862777,-0.780689499106799,-4.847468926838858,-5.7577320780802,-8.097145380210161,-15.053974780810691,-10.856042259079192,-15.47338612421767
2327.png,4,0.7664557068340241,-0.7800141354130694,-4.5144631813026255,-5.643766338832818,-8.059723235154898,-14.987291118708713,-10.320998981045337,-15.1767539311961
666.png,4,0.7257610198380275,-0.7793876460120567,-3.7951428837289716,-6.340206565894817,-8.130409251927075,-15.372243151279793,-10.0335436740942,-16.130025925274865
1035.png,4,0.7160381177036907,-0.7666868463952239,-2.757131489505239,-4.766226874493078,-6.366371823965395,-12.83652762551315,-8.553461178074718,-11.936078741129242
1273.png,4,0.7522317878268718,-0.7794758890959796,-4.502062163995563,-5.577022840695642,-7.684023722786545,-14.314775381638547,-10.250086915767303,-15.803712053593742
2859.png,4,0.7663122422612676,-0.7793779748365779,-4.09054584948175,-5.15860008265963,-7.466684620057877,-14.002941902589672,-9.744884976070054,-13.875249784045963
2185.png,4,0.7540685275415304,-0.78030681052131,-5.5644706452711805,-5.7847676643702615,-7.5067632745308,-14.173007971940178,-10.748663432571787,-14.675408256500392
548.png,4,0.7201732924792277,-0.7811268144659265,-4.4839816030045885,-5.8303983080296335,-7.237962033481047,-14.619248452499566,-9.53073931046271,-13.77657798474917
2835.png,4,0.7165532693490113,-0.77938345146125,-5.07460327364964,-5.246331304101591,-7.65094535411946,-16.177560532587403,-10.287179913509483,-14.099598847299998
628.png,4,0.7237361222010321,-0.781128899862073,-4.599572618829131,-7.158007903298883,-8.513079022462486,-16.365048116299057,-11.221397956541063,-16.917399660531736
399.png,4,0.7555232410702344,-0.7789205320341908,-4.156752847504819,-5.037411507685131,-7.448938595974418,-14.201012415770453,-9.545145555955656,-13.714025781436442
1063.png,4,0.7027031491377607,-0.7790961899051404,-3.9729196518189913,-5.047312820232175,-7.0487757714843635,-13.198283680350231,-9.07693622959494,-13.310802051643421
574.png,4,0.7195440535609944,-0.7794567670147956,-3.7860192360723475,-5.7642188543903305,-9.109770415774628,-16.68616124543114,-11.538811812678295,-16.708999049647844
895.png,4,0.7248375137594522,-0.7763591352936214,-3.2196165490555098,-5.275527886082773,-6.678176632085505,-12.73944322600894,-8.503790167862086,-12.901039523289915
1730.png,4,0.6976935691691925,-0.7774529074291379,-3.5709995369984022,-4.819730923344296,-7.252914804304406,-13.387309319147162,-9.074902730016124,-13.509036503748776
1072.png,4,0.7005931859253515,-0.7781969223962182,-3.880704000759321,-5.200758661844518,-7.269627466912828,-13.5088610804463,-9.974881573048183,-14.37199463377726
946.png,4,0.7158474363459159,-0.7773104924238887,-3.38505476135097,-4.828308581716504,-6.645700940368247,-12.39196592796948,-8.417525900349663,-13.072385712436702
410.png,4,0.7240546391034142,-0.7789041075557762,-3.843458306116407,-5.460511407334752,-7.372699379416605,-14.813680861864617,-9.518943205248828,-13.791254394268782
2634.png,4,0.7054274290851673,-0.7805141820719608,-4.929805703598312,-6.771282417409613,-7.895768503058155,-15.251200501869654,-10.563645107942854,-15.738245434326293
1794.png,4,0.7056438558629096,-0.7782472683892038,-4.019501386320623,-4.957349003707994,-7.111203033860175,-13.305874730017235,-10.214683500058626,-13.28654346446273
609.png,4,0.7175890542385137,-0.7793259928580516,-4.024550583429526,-6.172813645524277,-9.069570144775916,-17.270292759943903,-11.113018169684963,-16.706364829182988
529.png,4,0.7393201695994067,-0.7809236060953889,-4.519727535928164,-5.716177052577973,-7.036776614385311,-14.33888057889356,-9.613129718592528,-13.416333631409973
627.png,4,0.7397705385699516,-0.7812521772247127,-4.562848413260871,-7.017569380135473,-8.003473167934029,-15.635213583671565,-10.487153794717633,-15.698383323445452
2198.png,4,0.7474073519408727,-0.7810302800208386,-6.160390379046912,-6.205246359098976,-8.85501001837749,-16.489475777368146,-12.095836412170868,-16.59437890334458
1269.png,4,0.7274886222238209,-0.7779682046122822,-4.347153947079804,-5.550337209814891,-7.7189598561466495,-14.544568969082988,-10.33124741113195,-14.470041361448159
2459.png,4,0.783759302290789,-0.7788097323778258,-3.772027145751534,-5.626176283852837,-7.044647966058866,-13.446566697402334,-8.991041721780201,-13.669410101407559
2041.png,4,0.7111769676832641,-0.7736035641655657,-3.1334737634638468,-4.638172512369916,-6.26773871781134,-12.040470654498222,-8.137484350846629,-11.777258095480258
1847.png,4,0.7156197344766346,-0.7796989451580498,-5.251931709928042,-5.297268315190478,-7.512952300314259,-14.098953943945002,-11.079465368867638,-14.041933761608574
1562.png,4,0.7187781067831953,-0.7783513353656182,-3.7233034086277588,-5.0818932443538944,-7.7923479697357125,-14.561944900665821,-11.361099201706077,-14.28239238834567
1859.png,4,0.7207785789499146,-0.7791796489970055,-4.521055330590562,-5.970273827823258,-7.683939486358547,-14.605506773657698,-10.16954944550826,-14.737318761269215
443.png,4,0.7272932524748433,-0.7806183288004583,-4.552904423542227,-5.841927741279986,-7.210975771348729,-13.73759746537864,-9.566921497399745,-15.29074476089887
823.png,4,0.6977778895489214,-0.7801920137228324,-3.761637869061989,-6.532077455645151,-7.483453764556246,-14.726675966916089,-9.388016714993618,-14.580833820990337
1689.png,4,0.701785561716228,-0.7781325670782734,-4.111812089110792,-5.2461471923999845,-7.724091706897406,-14.359307904437236,-10.006776254377755,-14.360145211470158
83.png,4,0.765996793729374,-0.7798985141645622,-4.106988902596065,-6.071850260996343,-7.454477112486622,-14.33660966256241,-9.590665952319386,-14.405076673140856
1324.png,4,0.709187859092259,-0.7791975269830773,-4.452276179553257,-4.931680259503143,-6.874490999785925,-12.868981839457948,-9.591896129139442,-13.009570119277647
2471.png,4,0.7743645626778604,-0.7807764706970831,-3.866780407146196,-5.353930329690685,-7.122074129378731,-13.939376294019107,-10.329047003316381,-13.375696350987022
1952.png,4,0.7063859734708768,-0.7730011374193868,-3.0926781287773495,-4.971265302940228,-6.701549717917484,-12.946420525235103,-9.031631628324654,-12.573869706047226
2213.png,4,0.7185517047229701,-0.7804643057925761,-4.248623835360397,-5.525160252994932,-7.547925832071092,-14.362197368851561,-9.672280668002442,-14.155296268923147
2985.png,4,0.7105022372387213,-0.7793885038675592,-4.185402231718369,-4.873377633960368,-6.665428802544607,-12.496040887317369,-8.786563745341905,-12.739688027549114
1342.png,4,0.716746961340905,-0.7775987510916058,-3.8624967758466227,-4.718916275070681,-6.419836595508562,-12.324707579042395,-9.449194742415036,-12.041311173634757
1044.png,4,0.7258616487718634,-0.7767431156780784,-3.3019988615680353,-4.797617978341201,-6.589002318986738,-14.754251671853615,-8.54612470541881,-12.282314938682756
2439.png,4,0.7705638466420978,-0.7795089254130128,-3.710598753164638,-5.6289861118746325,-6.985600520729101,-13.438311027945087,-8.924149376123014,-13.448629202292029
2578.png,4,0.7868609558826134,-0.780903857871731,-4.540464965411159,-5.731466159265466,-7.45117765880669,-14.055493881313922,-10.220016311960118,-14.660464813976843
2340.png,4,0.775077370916647,-0.7805737502851711,-4.323106706538466,-5.953385171516422,-7.803016764780888,-14.6817995875307,-11.19290753121123,-15.967478516606208
1425.png,4,0.7162825586471805,-0.7785067150583462,-3.8691312628437102,-4.998304212748661,-7.494122811263319,-14.999132897355134,-9.483847754468211,-13.740996745101809
2907.png,4,0.7536388993367034,-0.7799863844369145,-5.105971318526911,-5.197631524980309,-7.569591975788852,-14.234821292848343,-10.135809438996185,-14.022549700160909
524.png,4,0.7737236603201599,-0.7811083733791288,-4.356139053817153,-5.576921414942064,-7.112818163282479,-13.57597766410358,-9.349680600207611,-13.646058186051414
2305.png,4,0.757147545212931,-0.7804147383741817,-4.58442510205417,-5.672917584814567,-7.574095570411505,-14.640793256916853,-10.150720254263744,-14.227818207989314
2440.png,4,0.7789598566082757,-0.7789792404865168,-3.7350116918242864,-5.565335157380127,-6.834061148715197,-13.076536859933002,-8.746514703300877,-13.407566228108788
189.png,4,0.7072595121358327,-0.7793047372586921,-4.400304049309059,-5.422361869536678,-7.355704297778192,-13.810071062223814,-9.603083017541701,-14.037394386723788
1002.png,4,0.7334693112413716,-0.7786810350275267,-3.7582729724367345,-4.803992220214003,-7.169430489303553,-13.857990387217557,-9.057950026577537,-13.164887112566014
982.png,4,0.748701853043944,-0.7759148866570541,-3.216232089593754,-5.031608654403756,-7.377309080432438,-13.584208738581577,-9.98706215222298,-14.55759908520875
1213.png,4,0.7167004456238192,-0.779353026514519,-4.949506833383995,-5.486207624202992,-7.690632153524002,-14.567773452889924,-10.61594036554225,-14.345784354165053
1193.png,4,0.7563932689582865,-0.7789559976184767,-4.859246374839047,-5.558148365670563,-7.559806734761691,-15.184930113935431,-10.034116656540244,-14.12039148105048
2027.png,4,0.7289326562574253,-0.7775098457408394,-3.722387226961438,-4.629841873621917,-6.514745380946656,-12.087652226366806,-8.595280035872223,-13.36191520766874
2597.png,4,0.7059261603960815,-0.7791323925067225,-4.199725927780308,-6.068786563719681,-8.313900665613755,-15.661966476546032,-10.96485972601101,-15.649724593788443
472.png,4,0.7656005555766632,-0.7804316115015413,-4.38530161956083,-5.635422030773558,-7.487793876103825,-14.279422341687507,-9.714104286199731,-14.141846862756271
2909.png,4,0.7651438847815296,-0.7803329100054068,-4.828026560703181,-5.0883081987855245,-7.757006075522548,-15.705313771001569,-10.476171994098697,-14.179856252194446
117.png,4,0.7100678851637773,-0.7801148600955123,-4.65277937497954,-5.567716920159251,-6.9009001314609275,-13.190947330913604,-9.481663328415218,-13.457781024642381
1981.png,4,0.7200540388468735,-0.7773710700895458,-3.586285260389922,-4.807213786030574,-7.259899969402123,-13.475062117306232,-9.264874703701954,-13.416780535395585
455.png,4,0.729720990908446,-0.7806311773844856,-4.8700414369922385,-5.602526375889789,-6.989152481109667,-13.480506732304862,-9.54758363489834,-13.398250665079427
1790.png,4,0.711217523665243,-0.7785060893286437,-3.9334505411689347,-5.077521848836671,-7.156347000386314,-13.273451092862926,-9.262783421830447,-14.826943613587446
887.png,4,0.7241092314927216,-0.7781229539296429,-3.3810434128457527,-5.648926002133185,-7.271532795704655,-14.44585151090883,-10.358648019315748,-13.740018889116751
162.png,4,0.7686592995273295,-0.7790703557570835,-5.658769266455276,-6.939794127391847,-7.914231873523454,-15.60462618619778,-10.76296722593188,-15.417868881222603
2211.png,4,0.7244242449044884,-0.7812387082746113,-4.32654369737015,-5.327467149060632,-7.3510712672955005,-13.725022003551029,-9.633870963871262,-14.105778536804094
2504.png,4,0.6742742233180401,-0.7801609653674888,-4.719543506714055,-5.912460434094603,-7.2066517323672645,-13.860239584111742,-9.598843731619016,-13.99326958253523
944.png,4,0.714677267462625,-0.7764151789483992,-3.353924044167759,-4.858576510253009,-6.8409307420081795,-12.749526229347877,-8.582823462292897,-13.002975296195725
1798.png,4,0.7234012197729458,-0.7788070864887978,-4.048145210550731,-5.2647057394520544,-7.715275656465769,-14.224684491851965,-12.188935154028977,-14.739176448747333
637.png,4,0.721725624286822,-0.7802799822786295,-5.092615583958068,-6.893074499636969,-8.139950899518446,-16.73582771307873,-11.295967531088051,-15.657975548156573
258.png,4,0.7600342248670874,-0.7801322418429346,-4.872709674329247,-5.145179817374582,-7.391829738717268,-14.41671646780096,-9.839939831818208,-13.66710695812351
787.png,4,0.7229768410221534,-0.7766878862796303,-3.383859340066194,-5.5583744492990625,-8.2991512877453,-16.17768109197771,-9.99115200316852,-15.230668204753746
499.png,4,0.7052625574219357,-0.7802041971174982,-4.218834118016037,-5.548852142204986,-7.414010383892129,-15.861629972970219,-9.53292257155308,-13.895467021764656
878.png,4,0.7004200669700804,-0.7765742650494788,-3.286652744410917,-5.315075009766183,-6.817383139583196,-13.038896696277988,-8.925269396296999,-13.02946023867492
1940.png,4,0.7573259640491549,-0.7704433149413624,-2.9101509356916164,-4.9244129525353895,-6.525701845664765,-12.366605627166996,-8.074038231339667,-12.442549304393014
1164.png,4,0.7060332774688147,-0.7779947952682462,-3.9423178126889384,-5.628236677075228,-8.070090143596776,-15.312810910003238,-10.042906348667122,-14.95795882470891
1151.png,4,0.7665912517081725,-0.7795660168709856,-4.082277354117248,-6.092279651890166,-8.071367457044426,-15.378973068882264,-12.231005477196724,-15.247919451844265
1020.png,4,0.6638732236347481,-0.7639794763946484,-2.6923317337301738,-4.738758526588491,-7.004541100015543,-12.895268990248619,-8.353185530230894,-13.41376997633014
2001.png,4,0.7837881116964377,-0.7793380742471268,-3.747448709245224,-4.813573338871994,-6.847413942460203,-12.907367443628987,-9.59869054639676,-12.77065074313128
1242.png,4,0.7560810300691353,-0.7795577809602487,-4.972922436889594,-5.468785358756991,-7.381727912577618,-14.057540875796963,-10.424955997327089,-13.88927201102582
2690.png,4,0.6983772768906906,-0.7791041513698637,-4.785607985663416,-6.302713019714508,-7.803338983776078,-15.149780032930638,-10.461076463159424,-14.921433191470813
2045.png,4,0.6998561854505125,-0.7752162447946468,-3.2461969900319323,-4.603646780312529,-6.312679692634563,-11.983856633516426,-8.09922054811958,-11.872885319375214
2564.png,4,0.7239941185223409,-0.7796292538552065,-4.041820359740606,-5.458009070614857,-7.083494922922929,-14.34633793130408,-9.982455652967841,-13.356510699099893
2409.png,4,0.7246277929867055,-0.7812742473346743,-5.762700340280912,-5.961909553666779,-7.560954194434226,-14.758216227244759,-10.4481679239094,-14.353722819051423
578.png,4,0.7170160148937198,-0.7794210473888186,-3.8171833654420313,-5.946849959014054,-7.751621686628188,-14.604565189210874,-10.54373492490744,-15.486534761193266
